fecha,anio,mes,mes_nombre,estacion,ciudad,temperatura,humedad,precipitacion_mm,viento_kmh,llovio
2024-11-16,2024,11,Nov,Primavera,Bariloche,8.0,65.4,0.0,12.2,False
2024-11-17,2024,11,Nov,Primavera,Bariloche,14.9,74.7,0.0,15.1,False
2024-11-18,2024,11,Nov,Primavera,Bariloche,6.8,73.8,25.5,15.5,True
2024-11-19,2024,11,Nov,Primavera,Bariloche,11.2,72.0,0.0,8.2,False
2024-11-20,2024,11,Nov,Primavera,Bariloche,11.9,70.3,4.6,3.8,True
2024-11-21,2024,11,Nov,Primavera,Bariloche,13.9,64.4,27.2,12.5,True
2024-11-22,2024,11,Nov,Primavera,Bariloche,13.5,72.4,0.0,14.3,False
2024-11-23,2024,11,Nov,Primavera,Bariloche,16.0,83.7,0.0,11.1,False
2024-11-24,2024,11,Nov,Primavera,Bariloche,18.5,87.1,0.0,14.0,False
2024-11-25,2024,11,Nov,Primavera,Bariloche,16.8,57.8,0.0,17.1,False
2024-11-26,2024,11,Nov,Primavera,Bariloche,14.6,84.1,0.0,4.6,False
2024-11-27,2024,11,Nov,Primavera,Bariloche,17.4,63.7,0.0,17.0,False
2024-11-28,2024,11,Nov,Primavera,Bariloche,12.6,53.3,0.0,22.7,False
2024-11-29,2024,11,Nov,Primavera,Bariloche,14.4,53.8,0.0,19.4,False
2024-11-30,2024,11,Nov,Primavera,Bariloche,13.0,62.7,0.0,15.0,False
2024-12-01,2024,12,Dec,Verano,Bariloche,19.6,66.3,0.0,13.7,False
2024-12-02,2024,12,Dec,Verano,Bariloche,18.8,69.9,0.0,9.0,False
2024-12-03,2024,12,Dec,Verano,Bariloche,18.1,67.5,0.0,8.7,False
2024-12-04,2024,12,Dec,Verano,Bariloche,14.3,72.6,0.0,18.6,False
2024-12-05,2024,12,Dec,Verano,Bariloche,14.5,67.7,6.0,17.0,True
2024-12-06,2024,12,Dec,Verano,Bariloche,12.8,75.5,0.0,4.6,False
2024-12-07,2024,12,Dec,Verano,Bariloche,12.7,67.3,1.7,2.0,True
2024-12-08,2024,12,Dec,Verano,Bariloche,15.2,51.0,0.0,21.0,False
2024-12-09,2024,12,Dec,Verano,Bariloche,17.7,61.7,0.0,15.2,False
2024-12-12,2024,12,Dec,Verano,Bariloche,16.0,55.6,0.0,11.7,False
2024-12-13,2024,12,Dec,Verano,Bariloche,14.3,56.6,0.0,9.9,False
2024-12-14,2024,12,Dec,Verano,Bariloche,13.7,57.6,0.0,15.8,False
2024-12-15,2024,12,Dec,Verano,Bariloche,15.8,58.6,0.0,8.6,False
2024-12-16,2024,12,Dec,Verano,Bariloche,17.1,70.7,0.0,22.4,False
2024-12-17,2024,12,Dec,Verano,Bariloche,13.8,64.4,0.0,13.0,False
2024-12-18,2024,12,Dec,Verano,Bariloche,16.1,66.7,9.5,9.4,True
2024-12-19,2024,12,Dec,Verano,Bariloche,18.5,62.7,0.0,19.4,False
2024-12-20,2024,12,Dec,Verano,Bariloche,18.3,76.2,0.0,17.3,False
2024-12-21,2024,12,Dec,Verano,Bariloche,13.8,73.5,11.1,15.2,True
2024-12-22,2024,12,Dec,Verano,Bariloche,12.7,71.4,0.0,19.2,False
2024-12-23,2024,12,Dec,Verano,Bariloche,12.5,68.7,0.0,19.7,False
2024-12-25,2024,12,Dec,Verano,Bariloche,15.3,51.0,5.0,14.3,True
2024-12-26,2024,12,Dec,Verano,Bariloche,17.5,73.0,12.0,17.5,True
2024-12-27,2024,12,Dec,Verano,Bariloche,18.1,69.7,0.0,9.1,False
2024-12-28,2024,12,Dec,Verano,Bariloche,20.7,75.1,0.0,10.8,False
2024-12-29,2024,12,Dec,Verano,Bariloche,16.8,61.8,0.0,15.3,False
2024-12-30,2024,12,Dec,Verano,Bariloche,17.6,52.7,9.4,11.0,True
2024-12-31,2024,12,Dec,Verano,Bariloche,17.6,67.8,0.0,20.3,False
2024-01-01,2024,1,Jan,Verano,Buenos Aires,27.8,62.0,0.0,7.3,False
2024-01-02,2024,1,Jan,Verano,Buenos Aires,27.5,65.4,0.0,20.1,False
2024-01-03,2024,1,Jan,Verano,Buenos Aires,25.8,67.4,1.6,15.5,True
2024-01-04,2024,1,Jan,Verano,Buenos Aires,22.6,49.3,0.0,10.6,False
2024-01-06,2024,1,Jan,Verano,Buenos Aires,26.4,63.6,0.0,5.5,False
2024-01-07,2024,1,Jan,Verano,Buenos Aires,27.2,58.9,0.5,10.4,True
2024-01-08,2024,1,Jan,Verano,Buenos Aires,29.0,65.4,0.0,14.6,False
2024-01-09,2024,1,Jan,Verano,Buenos Aires,26.9,54.6,19.2,18.9,True
2024-01-10,2024,1,Jan,Verano,Buenos Aires,24.3,64.7,0.0,2.2,False
2024-01-11,2024,1,Jan,Verano,Buenos Aires,25.3,70.1,0.0,5.9,False
2024-01-12,2024,1,Jan,Verano,Buenos Aires,26.3,51.2,0.0,9.7,False
2024-01-13,2024,1,Jan,Verano,Buenos Aires,24.0,56.0,0.0,15.9,False
2024-01-14,2024,1,Jan,Verano,Buenos Aires,26.2,57.6,13.5,17.7,True
2024-01-15,2024,1,Jan,Verano,Buenos Aires,29.3,54.2,0.0,12.8,False
2024-01-16,2024,1,Jan,Verano,Buenos Aires,25.6,50.9,3.0,20.6,True
2024-01-17,2024,1,Jan,Verano,Buenos Aires,29.6,55.8,0.0,15.4,False
2024-01-18,2024,1,Jan,Verano,Buenos Aires,29.2,65.9,0.0,10.1,False
2024-01-19,2024,1,Jan,Verano,Buenos Aires,30.3,64.8,0.0,0.0,False
2024-01-20,2024,1,Jan,Verano,Buenos Aires,28.8,63.7,0.0,12.2,False
2024-01-21,2024,1,Jan,Verano,Buenos Aires,28.9,63.2,4.2,9.3,True
2024-01-22,2024,1,Jan,Verano,Buenos Aires,28.6,61.3,21.2,11.4,True
2024-01-23,2024,1,Jan,Verano,Buenos Aires,28.0,72.3,0.0,10.8,False
2024-01-24,2024,1,Jan,Verano,Buenos Aires,28.0,63.8,0.0,19.8,False
2024-01-25,2024,1,Jan,Verano,Buenos Aires,26.2,52.8,2.1,21.6,True
2024-01-26,2024,1,Jan,Verano,Buenos Aires,26.2,41.8,1.0,16.1,True
2024-01-27,2024,1,Jan,Verano,Buenos Aires,27.8,61.8,0.0,25.3,False
2024-01-28,2024,1,Jan,Verano,Buenos Aires,27.2,65.2,0.0,13.6,False
2024-01-29,2024,1,Jan,Verano,Buenos Aires,26.7,49.8,0.0,14.4,False
2024-01-30,2024,1,Jan,Verano,Buenos Aires,32.1,61.6,5.4,15.8,True
2024-01-31,2024,1,Jan,Verano,Buenos Aires,29.2,69.2,10.4,22.4,True
2024-02-01,2024,2,Feb,Verano,Buenos Aires,23.5,67.9,14.4,27.1,True
2024-02-02,2024,2,Feb,Verano,Buenos Aires,24.4,58.7,7.2,4.7,True
2024-02-03,2024,2,Feb,Verano,Buenos Aires,26.7,54.8,0.0,16.8,False
2024-02-04,2024,2,Feb,Verano,Buenos Aires,27.8,62.0,3.3,11.9,True
2024-02-05,2024,2,Feb,Verano,Buenos Aires,27.6,71.7,0.0,17.2,False
2024-02-06,2024,2,Feb,Verano,Buenos Aires,22.8,64.8,18.2,15.6,True
2024-02-07,2024,2,Feb,Verano,Buenos Aires,28.0,53.5,0.0,6.1,False
2024-02-08,2024,2,Feb,Verano,Buenos Aires,27.6,73.2,1.4,15.4,True
2024-02-09,2024,2,Feb,Verano,Buenos Aires,28.0,64.9,0.0,6.7,False
2024-02-10,2024,2,Feb,Verano,Buenos Aires,23.5,68.7,0.0,9.5,False
2024-02-11,2024,2,Feb,Verano,Buenos Aires,23.6,69.7,0.0,21.6,False
2024-02-12,2024,2,Feb,Verano,Buenos Aires,27.8,78.7,3.7,8.7,True
2024-02-13,2024,2,Feb,Verano,Buenos Aires,24.1,63.0,0.0,16.0,False
2024-02-14,2024,2,Feb,Verano,Buenos Aires,28.5,68.0,0.0,12.4,False
2024-02-15,2024,2,Feb,Verano,Buenos Aires,31.7,68.7,0.2,8.9,True
2024-02-16,2024,2,Feb,Verano,Buenos Aires,23.3,67.6,0.0,13.3,False
2024-02-17,2024,2,Feb,Verano,Buenos Aires,27.2,60.2,0.0,18.7,False
2024-02-18,2024,2,Feb,Verano,Buenos Aires,24.5,70.7,6.5,15.0,True
2024-02-19,2024,2,Feb,Verano,Buenos Aires,26.3,56.8,0.0,14.9,False
2024-02-20,2024,2,Feb,Verano,Buenos Aires,27.7,64.3,0.0,20.5,False
2024-02-21,2024,2,Feb,Verano,Buenos Aires,27.6,53.0,0.0,8.4,False
2024-02-22,2024,2,Feb,Verano,Buenos Aires,25.8,66.1,0.0,17.1,False
2024-02-23,2024,2,Feb,Verano,Buenos Aires,33.5,68.7,0.0,20.8,False
2024-02-24,2024,2,Feb,Verano,Buenos Aires,25.5,65.5,0.0,9.4,False
2024-02-25,2024,2,Feb,Verano,Buenos Aires,24.3,66.3,0.0,14.5,False
2024-02-26,2024,2,Feb,Verano,Buenos Aires,20.8,67.1,0.0,11.2,False
2024-02-27,2024,2,Feb,Verano,Buenos Aires,27.0,64.8,0.0,7.5,False
2024-02-28,2024,2,Feb,Verano,Buenos Aires,25.7,54.2,0.4,28.3,True
2024-02-29,2024,2,Feb,Verano,Buenos Aires,28.5,75.3,0.0,19.0,False
2024-03-01,2024,3,Mar,Otonio,Buenos Aires,24.5,66.0,0.0,11.3,False
2024-03-02,2024,3,Mar,Otonio,Buenos Aires,20.5,58.4,1.4,24.0,True
2024-03-03,2024,3,Mar,Otonio,Buenos Aires,24.8,51.7,0.0,6.4,False
2024-03-04,2024,3,Mar,Otonio,Buenos Aires,26.0,81.7,0.0,20.2,False
2024-03-05,2024,3,Mar,Otonio,Buenos Aires,22.3,54.5,0.0,16.7,False
2024-03-06,2024,3,Mar,Otonio,Buenos Aires,25.5,57.4,0.0,13.6,False
2024-03-07,2024,3,Mar,Otonio,Buenos Aires,23.0,64.0,0.0,23.8,False
2024-03-08,2024,3,Mar,Otonio,Buenos Aires,20.4,61.4,0.0,14.8,False
2024-03-09,2024,3,Mar,Otonio,Buenos Aires,23.5,83.8,0.0,8.1,False
2024-03-10,2024,3,Mar,Otonio,Buenos Aires,23.4,77.1,7.1,10.4,True
2024-03-11,2024,3,Mar,Otonio,Buenos Aires,23.4,70.4,0.0,10.3,False
2024-03-12,2024,3,Mar,Otonio,Buenos Aires,27.6,70.7,0.0,14.4,False
2024-03-13,2024,3,Mar,Otonio,Buenos Aires,23.5,60.3,3.1,10.5,True
2024-03-14,2024,3,Mar,Otonio,Buenos Aires,24.6,68.2,0.0,9.8,False
2024-03-15,2024,3,Mar,Otonio,Buenos Aires,23.4,70.1,0.0,9.0,False
2024-03-16,2024,3,Mar,Otonio,Buenos Aires,21.2,71.5,0.0,17.7,False
2024-03-17,2024,3,Mar,Otonio,Buenos Aires,18.4,55.8,0.0,17.3,False
2024-03-18,2024,3,Mar,Otonio,Buenos Aires,21.8,63.9,0.0,20.6,False
2024-03-19,2024,3,Mar,Otonio,Buenos Aires,21.2,67.8,0.0,21.8,False
2024-03-20,2024,3,Mar,Otonio,Buenos Aires,22.0,71.3,0.0,12.1,False
2024-03-21,2024,3,Mar,Otonio,Buenos Aires,21.2,61.0,0.0,14.6,False
2024-03-22,2024,3,Mar,Otonio,Buenos Aires,22.6,59.4,3.2,26.6,True
2024-03-23,2024,3,Mar,Otonio,Buenos Aires,24.1,72.4,0.0,9.8,False
2024-03-24,2024,3,Mar,Otonio,Buenos Aires,21.3,49.4,0.0,24.6,False
2024-03-25,2024,3,Mar,Otonio,Buenos Aires,19.4,63.6,11.5,9.1,True
2024-03-26,2024,3,Mar,Otonio,Buenos Aires,21.6,68.3,13.8,11.0,True
2024-03-27,2024,3,Mar,Otonio,Buenos Aires,19.9,68.2,34.5,5.3,True
2024-03-28,2024,3,Mar,Otonio,Buenos Aires,17.7,73.6,0.0,12.7,False
2024-03-29,2024,3,Mar,Otonio,Buenos Aires,16.2,79.1,0.0,13.9,False
2024-03-30,2024,3,Mar,Otonio,Buenos Aires,18.3,66.5,1.0,12.3,True
2024-03-31,2024,3,Mar,Otonio,Buenos Aires,21.0,60.1,0.0,17.0,False
2024-04-01,2024,4,Apr,Otonio,Buenos Aires,20.4,55.2,0.0,8.9,False
2024-04-02,2024,4,Apr,Otonio,Buenos Aires,20.5,67.0,6.5,14.1,True
2024-04-03,2024,4,Apr,Otonio,Buenos Aires,21.0,74.3,0.0,19.8,False
2024-04-04,2024,4,Apr,Otonio,Buenos Aires,22.4,81.6,0.0,27.1,False
2024-04-05,2024,4,Apr,Otonio,Buenos Aires,17.8,60.4,0.0,10.4,False
2024-04-06,2024,4,Apr,Otonio,Buenos Aires,21.7,52.7,29.3,2.5,True
2024-04-07,2024,4,Apr,Otonio,Buenos Aires,20.1,71.9,19.3,19.8,True
2024-04-08,2024,4,Apr,Otonio,Buenos Aires,20.8,79.2,0.0,21.1,False
2024-04-09,2024,4,Apr,Otonio,Buenos Aires,17.9,53.8,0.0,12.8,False
2024-04-10,2024,4,Apr,Otonio,Buenos Aires,19.4,69.8,0.0,4.4,False
2024-04-11,2024,4,Apr,Otonio,Buenos Aires,17.3,67.7,0.0,14.3,False
2024-04-12,2024,4,Apr,Otonio,Buenos Aires,17.8,54.9,24.6,5.8,True
2024-04-13,2024,4,Apr,Otonio,Buenos Aires,19.5,76.3,0.0,23.2,False
2024-04-14,2024,4,Apr,Otonio,Buenos Aires,18.9,61.9,0.0,14.7,False
2024-04-15,2024,4,Apr,Otonio,Buenos Aires,21.5,69.3,0.0,20.9,False
2024-04-16,2024,4,Apr,Otonio,Buenos Aires,17.3,75.8,0.2,17.9,True
2024-04-18,2024,4,Apr,Otonio,Buenos Aires,19.9,54.2,0.0,19.3,False
2024-04-20,2024,4,Apr,Otonio,Buenos Aires,20.8,57.4,0.0,13.9,False
2024-04-21,2024,4,Apr,Otonio,Buenos Aires,18.9,66.2,0.0,4.0,False
2024-04-22,2024,4,Apr,Otonio,Buenos Aires,12.4,67.9,0.0,13.3,False
2024-04-23,2024,4,Apr,Otonio,Buenos Aires,16.6,59.9,0.0,16.9,False
2024-04-24,2024,4,Apr,Otonio,Buenos Aires,16.5,76.4,0.0,11.3,False
2024-04-25,2024,4,Apr,Otonio,Buenos Aires,15.5,62.3,1.0,10.6,True
2024-04-26,2024,4,Apr,Otonio,Buenos Aires,13.2,67.4,0.0,25.8,False
2024-04-27,2024,4,Apr,Otonio,Buenos Aires,13.8,63.4,0.0,15.3,False
2024-04-30,2024,4,Apr,Otonio,Buenos Aires,14.4,51.7,0.0,17.5,False
2024-05-01,2024,5,May,Otonio,Buenos Aires,16.3,94.0,4.7,20.7,True
2024-05-02,2024,5,May,Otonio,Buenos Aires,11.9,85.9,3.8,10.1,True
2024-05-03,2024,5,May,Otonio,Buenos Aires,12.9,77.7,0.0,19.3,False
2024-05-04,2024,5,May,Otonio,Buenos Aires,13.2,69.6,0.0,23.1,False
2024-05-05,2024,5,May,Otonio,Buenos Aires,16.2,77.3,0.0,12.9,False
2024-05-06,2024,5,May,Otonio,Buenos Aires,16.9,85.0,0.0,14.2,False
2024-05-07,2024,5,May,Otonio,Buenos Aires,15.0,66.9,2.3,12.6,True
2024-05-08,2024,5,May,Otonio,Buenos Aires,13.7,66.6,1.5,0.0,True
2024-05-09,2024,5,May,Otonio,Buenos Aires,15.9,73.1,0.0,13.5,False
2024-05-10,2024,5,May,Otonio,Buenos Aires,13.0,76.1,8.8,14.6,True
2024-05-11,2024,5,May,Otonio,Buenos Aires,15.8,56.8,0.0,9.4,False
2024-05-12,2024,5,May,Otonio,Buenos Aires,14.9,62.2,0.0,4.2,False
2024-05-13,2024,5,May,Otonio,Buenos Aires,14.0,61.4,7.0,8.6,True
2024-05-14,2024,5,May,Otonio,Buenos Aires,13.6,60.7,0.0,13.1,False
2024-05-15,2024,5,May,Otonio,Buenos Aires,12.7,65.6,0.0,18.6,False
2024-05-16,2024,5,May,Otonio,Buenos Aires,14.6,82.1,0.0,3.4,False
2024-05-17,2024,5,May,Otonio,Buenos Aires,14.4,72.0,0.6,14.5,True
2024-05-18,2024,5,May,Otonio,Buenos Aires,14.3,69.4,0.0,16.0,False
2024-05-19,2024,5,May,Otonio,Buenos Aires,12.2,66.8,13.5,11.4,True
2024-05-20,2024,5,May,Otonio,Buenos Aires,13.6,87.4,0.0,16.6,False
2024-05-21,2024,5,May,Otonio,Buenos Aires,14.9,68.9,0.0,21.8,False
2024-05-22,2024,5,May,Otonio,Buenos Aires,8.6,68.1,0.0,4.5,False
2024-05-23,2024,5,May,Otonio,Buenos Aires,12.6,69.1,0.0,4.8,False
2024-05-24,2024,5,May,Otonio,Buenos Aires,13.0,77.3,22.5,5.1,True
2024-05-25,2024,5,May,Otonio,Buenos Aires,13.6,73.9,0.0,11.5,False
2024-05-26,2024,5,May,Otonio,Buenos Aires,14.3,71.9,0.0,11.2,False
2024-05-27,2024,5,May,Otonio,Buenos Aires,10.2,77.9,6.7,8.9,True
2024-05-28,2024,5,May,Otonio,Buenos Aires,13.0,74.0,0.0,21.7,False
2024-05-29,2024,5,May,Otonio,Buenos Aires,10.9,68.0,0.0,10.7,False
2024-05-30,2024,5,May,Otonio,Buenos Aires,13.6,82.3,0.0,4.2,False
2024-05-31,2024,5,May,Otonio,Buenos Aires,12.2,63.1,0.0,10.9,False
2024-06-01,2024,6,Jun,Invierno,Buenos Aires,7.6,83.6,0.0,15.1,False
2024-06-02,2024,6,Jun,Invierno,Buenos Aires,17.2,70.0,0.0,14.3,False
2024-06-03,2024,6,Jun,Invierno,Buenos Aires,11.5,77.5,0.0,15.3,False
2024-06-04,2024,6,Jun,Invierno,Buenos Aires,12.2,73.8,0.0,7.2,False
2024-06-05,2024,6,Jun,Invierno,Buenos Aires,14.6,67.7,0.0,13.5,False
2024-06-06,2024,6,Jun,Invierno,Buenos Aires,12.7,92.2,0.0,16.3,False
2024-06-07,2024,6,Jun,Invierno,Buenos Aires,10.6,68.5,0.0,19.1,False
2024-06-08,2024,6,Jun,Invierno,Buenos Aires,5.7,70.2,0.0,17.8,False
2024-06-09,2024,6,Jun,Invierno,Buenos Aires,10.0,85.4,4.8,12.5,True
2024-06-10,2024,6,Jun,Invierno,Buenos Aires,10.0,50.5,0.0,13.7,False
2024-06-11,2024,6,Jun,Invierno,Buenos Aires,9.0,57.4,0.0,12.4,False
2024-06-12,2024,6,Jun,Invierno,Buenos Aires,8.0,92.8,11.1,14.4,True
2024-06-13,2024,6,Jun,Invierno,Buenos Aires,10.8,71.1,1.7,13.8,True
2024-06-14,2024,6,Jun,Invierno,Buenos Aires,9.1,66.6,0.0,14.6,False
2024-06-15,2024,6,Jun,Invierno,Buenos Aires,7.4,68.1,0.0,21.5,False
2024-06-16,2024,6,Jun,Invierno,Buenos Aires,5.6,69.6,0.0,16.6,False
2024-06-17,2024,6,Jun,Invierno,Buenos Aires,9.7,76.6,8.3,11.8,True
2024-06-18,2024,6,Jun,Invierno,Buenos Aires,9.8,76.3,0.0,9.4,False
2024-06-19,2024,6,Jun,Invierno,Buenos Aires,11.5,69.5,0.9,10.9,True
2024-06-20,2024,6,Jun,Invierno,Buenos Aires,10.9,62.7,2.2,18.3,True
2024-06-21,2024,6,Jun,Invierno,Buenos Aires,11.4,76.1,0.0,23.9,False
2024-06-22,2024,6,Jun,Invierno,Buenos Aires,7.5,67.3,0.0,8.4,False
2024-06-23,2024,6,Jun,Invierno,Buenos Aires,10.4,62.6,0.0,6.6,False
2024-06-24,2024,6,Jun,Invierno,Buenos Aires,7.8,83.2,7.8,3.5,True
2024-06-25,2024,6,Jun,Invierno,Buenos Aires,12.3,55.3,0.0,15.3,False
2024-06-26,2024,6,Jun,Invierno,Buenos Aires,9.3,68.4,0.0,16.4,False
2024-06-27,2024,6,Jun,Invierno,Buenos Aires,11.6,72.5,0.0,11.8,False
2024-06-28,2024,6,Jun,Invierno,Buenos Aires,9.3,75.2,0.0,3.7,False
2024-06-29,2024,6,Jun,Invierno,Buenos Aires,8.0,69.5,0.0,14.1,False
2024-06-30,2024,6,Jun,Invierno,Buenos Aires,10.1,67.2,19.7,9.3,True
2024-07-01,2024,7,Jul,Invierno,Buenos Aires,9.7,65.0,6.5,20.2,True
2024-07-02,2024,7,Jul,Invierno,Buenos Aires,10.3,74.9,0.0,19.9,False
2024-07-03,2024,7,Jul,Invierno,Buenos Aires,7.0,71.4,0.0,3.0,False
2024-07-04,2024,7,Jul,Invierno,Buenos Aires,6.4,67.9,10.7,14.2,True
2024-07-05,2024,7,Jul,Invierno,Buenos Aires,9.6,66.9,3.9,8.5,True
2024-07-06,2024,7,Jul,Invierno,Buenos Aires,6.1,65.1,0.0,8.6,False
2024-07-07,2024,7,Jul,Invierno,Buenos Aires,13.7,70.5,0.0,8.8,False
2024-07-08,2024,7,Jul,Invierno,Buenos Aires,10.6,68.4,0.0,14.7,False
2024-07-09,2024,7,Jul,Invierno,Buenos Aires,5.3,80.9,0.0,13.8,False
2024-07-10,2024,7,Jul,Invierno,Buenos Aires,7.8,68.0,13.7,24.9,True
2024-07-11,2024,7,Jul,Invierno,Buenos Aires,10.4,80.8,7.1,9.6,True
2024-07-12,2024,7,Jul,Invierno,Buenos Aires,8.5,72.4,6.2,17.7,True
2024-07-13,2024,7,Jul,Invierno,Buenos Aires,9.9,77.9,0.0,21.7,False
2024-07-14,2024,7,Jul,Invierno,Buenos Aires,11.3,76.2,0.0,17.8,False
2024-07-15,2024,7,Jul,Invierno,Buenos Aires,9.9,74.4,6.7,7.5,True
2024-07-16,2024,7,Jul,Invierno,Buenos Aires,11.3,72.7,0.0,18.1,False
2024-07-17,2024,7,Jul,Invierno,Buenos Aires,8.0,80.1,0.0,14.6,False
2024-07-18,2024,7,Jul,Invierno,Buenos Aires,8.0,69.5,9.5,12.1,True
2024-07-19,2024,7,Jul,Invierno,Buenos Aires,11.8,65.8,3.0,22.7,True
2024-07-20,2024,7,Jul,Invierno,Buenos Aires,9.5,81.2,0.0,5.1,False
2024-07-21,2024,7,Jul,Invierno,Buenos Aires,6.1,77.7,16.3,18.3,True
2024-07-22,2024,7,Jul,Invierno,Buenos Aires,9.2,82.8,0.0,9.9,False
2024-07-23,2024,7,Jul,Invierno,Buenos Aires,14.1,70.1,0.0,3.9,False
2024-07-24,2024,7,Jul,Invierno,Buenos Aires,5.2,66.0,3.5,18.8,True
2024-07-25,2024,7,Jul,Invierno,Buenos Aires,6.9,64.5,0.3,2.4,True
2024-07-26,2024,7,Jul,Invierno,Buenos Aires,6.5,64.4,0.0,18.1,False
2024-07-27,2024,7,Jul,Invierno,Buenos Aires,11.3,71.2,0.0,27.9,False
2024-07-28,2024,7,Jul,Invierno,Buenos Aires,7.7,82.2,0.0,23.7,False
2024-07-29,2024,7,Jul,Invierno,Buenos Aires,9.8,68.6,0.0,10.2,False
2024-07-30,2024,7,Jul,Invierno,Buenos Aires,11.9,84.2,0.0,10.6,False
2024-07-31,2024,7,Jul,Invierno,Buenos Aires,10.1,69.8,2.0,28.1,True
2024-08-01,2024,8,Aug,Invierno,Buenos Aires,11.4,66.1,0.0,15.0,False
2024-08-02,2024,8,Aug,Invierno,Buenos Aires,8.1,69.7,0.0,17.3,False
2024-08-03,2024,8,Aug,Invierno,Buenos Aires,11.8,65.9,0.0,14.6,False
2024-08-04,2024,8,Aug,Invierno,Buenos Aires,6.5,66.9,0.0,9.0,False
2024-08-05,2024,8,Aug,Invierno,Buenos Aires,9.5,78.2,15.2,7.6,True
2024-08-06,2024,8,Aug,Invierno,Buenos Aires,2.0,65.7,0.0,11.1,False
2024-08-07,2024,8,Aug,Invierno,Buenos Aires,12.0,78.1,0.0,25.1,False
2024-08-08,2024,8,Aug,Invierno,Buenos Aires,11.0,81.5,0.0,16.4,False
2024-08-09,2024,8,Aug,Invierno,Buenos Aires,11.4,76.6,0.0,12.8,False
2024-08-11,2024,8,Aug,Invierno,Buenos Aires,10.2,82.1,13.6,9.1,True
2024-08-12,2024,8,Aug,Invierno,Buenos Aires,10.1,82.7,2.7,15.1,True
2024-08-13,2024,8,Aug,Invierno,Buenos Aires,10.2,61.5,0.0,18.5,False
2024-08-14,2024,8,Aug,Invierno,Buenos Aires,13.4,74.1,11.5,17.2,True
2024-08-15,2024,8,Aug,Invierno,Buenos Aires,10.3,82.0,0.0,5.4,False
2024-08-16,2024,8,Aug,Invierno,Buenos Aires,10.6,73.8,0.0,11.8,False
2024-08-17,2024,8,Aug,Invierno,Buenos Aires,10.8,57.8,0.0,19.8,False
2024-08-18,2024,8,Aug,Invierno,Buenos Aires,9.2,75.2,0.0,13.2,False
2024-08-19,2024,8,Aug,Invierno,Buenos Aires,6.1,78.0,0.0,12.3,False
2024-08-20,2024,8,Aug,Invierno,Buenos Aires,7.4,54.5,12.7,11.5,True
2024-08-21,2024,8,Aug,Invierno,Buenos Aires,12.3,74.0,0.0,10.6,False
2024-08-22,2024,8,Aug,Invierno,Buenos Aires,10.3,62.8,0.0,25.1,False
2024-08-23,2024,8,Aug,Invierno,Buenos Aires,8.6,59.7,0.0,9.8,False
2024-08-24,2024,8,Aug,Invierno,Buenos Aires,13.0,70.2,0.0,14.4,False
2024-08-25,2024,8,Aug,Invierno,Buenos Aires,10.6,79.4,0.0,11.9,False
2024-08-26,2024,8,Aug,Invierno,Buenos Aires,12.0,75.4,0.0,16.8,False
2024-08-27,2024,8,Aug,Invierno,Buenos Aires,12.6,64.2,20.3,15.9,True
2024-08-28,2024,8,Aug,Invierno,Buenos Aires,14.2,75.6,0.0,9.9,False
2024-08-29,2024,8,Aug,Invierno,Buenos Aires,13.8,71.3,7.0,5.4,True
2024-08-30,2024,8,Aug,Invierno,Buenos Aires,13.5,66.3,0.0,12.3,False
2024-08-31,2024,8,Aug,Invierno,Buenos Aires,11.7,70.1,0.0,9.9,False
2024-09-01,2024,9,Sep,Primavera,Buenos Aires,8.4,77.5,0.0,16.2,False
2024-09-02,2024,9,Sep,Primavera,Buenos Aires,13.0,71.2,2.2,10.6,True
2024-09-03,2024,9,Sep,Primavera,Buenos Aires,17.4,71.1,0.0,12.7,False
2024-09-04,2024,9,Sep,Primavera,Buenos Aires,12.3,72.9,3.5,1.7,True
2024-09-05,2024,9,Sep,Primavera,Buenos Aires,10.1,68.9,0.0,19.9,False
2024-09-06,2024,9,Sep,Primavera,Buenos Aires,13.8,67.1,8.1,19.6,True
2024-09-07,2024,9,Sep,Primavera,Buenos Aires,16.5,73.9,0.0,19.4,False
2024-09-08,2024,9,Sep,Primavera,Buenos Aires,14.1,79.4,18.0,10.8,True
2024-09-09,2024,9,Sep,Primavera,Buenos Aires,15.7,72.5,0.0,16.4,False
2024-09-10,2024,9,Sep,Primavera,Buenos Aires,17.7,67.9,2.3,15.2,True
2024-09-11,2024,9,Sep,Primavera,Buenos Aires,10.8,66.5,0.0,13.9,False
2024-09-12,2024,9,Sep,Primavera,Buenos Aires,17.9,68.9,44.9,16.6,True
2024-09-13,2024,9,Sep,Primavera,Buenos Aires,13.4,71.3,9.1,12.5,True
2024-09-14,2024,9,Sep,Primavera,Buenos Aires,9.8,73.7,0.0,17.9,False
2024-09-15,2024,9,Sep,Primavera,Buenos Aires,9.5,63.2,0.0,15.3,False
2024-09-16,2024,9,Sep,Primavera,Buenos Aires,16.0,83.8,0.0,11.2,False
2024-09-17,2024,9,Sep,Primavera,Buenos Aires,10.3,65.7,0.0,22.9,False
2024-09-18,2024,9,Sep,Primavera,Buenos Aires,17.0,65.2,0.0,16.4,False
2024-09-19,2024,9,Sep,Primavera,Buenos Aires,14.9,67.8,0.0,17.3,False
2024-09-20,2024,9,Sep,Primavera,Buenos Aires,13.5,76.2,0.0,0.0,False
